Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancel Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-01-05,14:26:37,CNR4317730,Incomplete,CUS66557,Prime SUV,Kankaria,Vas,,,,,,,1,Vehicle Breakdown,112.1,4.58,,
2025-01-20,07:52:31,CNR6973514,Incomplete,CUS90257,eBike,Satellite,Nikol,,,,,,,1,Customer Demand,286.05,19.07,,
2025-01-17,11:48:54,CNR1283646,Cancelled by Driver,CUS30034,Mini,Vatva,Vatva,,,,,1,Customer related issue,,,188.4,12.56,,
2025-01-15,05:53:26,CNR5040492,Success,CUS34892,Mini,Nikol,Sola,4.3,6.71,,,,,,,266.25,17.75,4.36,4.3
2025-01-30,12:59:25,CNR8669656,Success,CUS95750,Prime Plus,Ellis Bridge,Sabarmati,6.93,4.46,,,,,,,215.1,14.34,4.94,4.68
2025-01-27,18:30:07,CNR1415278,Success,CUS25270,Prime Plus,Paldi,Bodakdev,3.36,7.13,,,,,,,256.65,17.11,3.69,3.87
2025-01-28,18:09:36,CNR8235854,Success,CUS47692,eBike,Asarwa,Science City,8.49,6.19,,,,,,,174.9,11.66,4.57,4.84
2025-01-26,16:58:44,CNR9679794,Success,CUS19079,Prime Sedan,Lambha,Kankaria,2.08,5.51,,,,,,,101.47,4.09,4.63,3.88
2025-01-24,00:23:11,CNR1219625,Cancelled by Driver,CUS22252,Prime SUV,Ghatlodia,SG Highway,,,,,1,More than permitted people in there,,,121.8,8.12,,
2025-01-09,07:16:46,CNR1287238,Success,CUS29670,eBike,roda,Bapugar,9.11,2.34,,,,,,,112.08,5.84,3.54,4.8
2025-01-27,20:38:23,CNR1471179,Success,CUS24612,Mini,Gota,rol,3.02,7.03,,,,,,,136.35,9.09,3.67,4.9
2025-01-27,17:28:39,CNR8987373,Cancelled by Driver,CUS10272,Prime Plus,Thaltej,Ellis Bridge,,,,,1,More than permitted people in there,,,206.7,13.78,,
2025-01-05,21:14:11,CNR8955382,Cancelled by Driver,CUS98924,eBike,Vatva,rol,,,,,1,The customer was coughing/sick,,,119.26,2.62,,
2025-01-01,10:54:55,CNR9497454,Success,CUS20016,Mini,Rakhial,Vatva,8.2,2.43,,,,,,,191.55,12.77,3.51,4.46
2025-01-16,05:54:48,CNR9277693,Success,CUS59755,Bike,Saraspur,Vastrapur,9.77,3.59,,,,,,,132.3,8.82,4.61,4.03
2025-01-17,03:10:40,CNR7279413,Success,CUS30125,Auto,ranpura,Lambha,3.51,3.85,,,,,,,206.85,13.79,3.79,4.11
2025-01-20,19:46:46,CNR8041876,Cancelled by Driver,CUS54262,Prime Plus,Vatva,rol,,,,,1,The customer was coughing/sick,,,256.2,17.08,,
2025-01-22,04:02:07,CNR7646120,Success,CUS80872,Prime Plus,Ranip,Khokhra,5.85,2.32,,,,,,,225.6,15.04,4.21,4.43
2025-01-28,23:45:37,CNR8953589,Success,CUS16602,Prime Sedan,Ranip,Manigar,8.04,4.33,,,,,,,283.05,18.87,3.96,4.24
2025-01-22,01:16:32,CNR6780609,Success,CUS52931,Mini,Bapugar,Raipur,9.93,6.43,,,,,,,189.45,12.63,4.05,3.97
2025-01-29,20:38:28,CNR4321596,Incomplete,CUS22384,eBike,Sabarmati,Vejalpur,,,,,,,1,Vehicle Breakdown,124.54,2.97,,
2025-01-14,15:30:26,CNR8166807,Success,CUS81466,Prime Sedan,Judges Bunglow,Vejalpur,4.61,5.15,,,,,,,110.7,7.38,4.3,4.23
2025-01-07,13:18:19,CNR4927428,Success,CUS42496,Prime Plus,Gurukul,Isanpur,7.95,3.62,,,,,,,124.59,3.49,3.93,4
2025-01-22,07:09:43,CNR3056308,Success,CUS59257,Bike,Raipur,Jodhpur,5.45,7.62,,,,,,,120.01,4.72,4.98,3.63
2025-01-13,21:54:54,CNR5652789,Success,CUS50964,Prime SUV,Dariyapur,Motera,7.45,7.91,,,,,,,148.65,9.91,4.98,3.82
2025-01-21,02:14:42,CNR1425392,Cancelled by Customer,CUS42616,Mini,Manigar,Behrampura,,,1,Driver asked to cancel,,,,,119.93,5.86,,
2025-01-14,10:32:59,CNR1025508,Success,CUS37377,eBike,Bodakdev,Prahlad gar,6.05,4.8,,,,,,,136.3,4.04,4.9,4.16
2025-01-08,07:04:25,CNR4832528,Success,CUS66544,Bike,vrangpura,Vatva,5.29,3.7,,,,,,,163.5,10.9,3.7,4.2
2025-01-19,23:27:42,CNR9655648,Success,CUS50749,Prime SUV,Bapugar,Shahpur,2.51,5.59,,,,,,,241.56,13.42,3.58,4.51
2025-01-22,19:03:02,CNR9876374,Success,CUS92742,Mini,Gota,roda,6.01,3.42,,,,,,,118.35,7.89,3.97,4.2
2025-01-21,02:57:14,CNR6814284,Cancelled by Driver,CUS44139,Prime Sedan,Gota,Bopal,,,,,1,More than permitted people in there,,,138.75,9.25,,
2025-01-13,00:00:17,CNR1714349,Success,CUS31901,eBike,SG Highway,Isanpur,9.3,6.1,,,,,,,225.15,15.01,3.68,4.85
2025-01-28,18:29:12,CNR8421578,Success,CUS75921,Prime Sedan,Chandkheda,Prahlad gar,2.24,6.93,,,,,,,201.3,13.42,3.89,4.65
2025-01-24,20:12:58,CNR5795246,Success,CUS32350,Bike,Bapugar,Bapugar,6.25,6.91,,,,,,,107.85,7.19,4.77,4.83
2025-01-27,11:01:47,CNR3423376,Cancelled by Driver,CUS67945,Mini,Dariyapur,vrangpura,,,,,1,The customer was coughing/sick,,,114,7.6,,
2025-01-29,22:49:55,CNR3065412,Incomplete,CUS13050,Bike,Bopal,Gota,,,,,,,1,Vehicle Breakdown,224.1,14.94,,
2025-01-13,07:26:06,CNR1697633,Cancelled by Driver,CUS40310,Auto,Paldi,Motera,,,,,1,The customer was coughing/sick,,,140.85,9.39,,
2025-01-04,00:01:35,CNR2252502,Success,CUS11502,Prime SUV,Bapugar,roda,5.39,3.37,,,,,,,118.8,6.6,4.74,4.19
2025-01-01,14:43:50,CNR9985666,Success,CUS19113,Prime SUV,Shahibaug,Bapugar,5.22,4.93,,,,,,,128.7,8.58,4.93,4.56
2025-01-25,02:14:32,CNR6329521,Success,CUS54161,eBike,rol,Dariyapur,3.49,3.71,,,,,,,177.48,9.86,3.71,4.43
2025-01-05,01:57:41,CNR6379550,Success,CUS99939,eBike,Memgar,Science City,9.13,3.12,,,,,,,168.12,9.34,4.06,3.93
2025-01-19,07:18:11,CNR9561877,Incomplete,CUS95892,Prime Sedan,Paldi,Shahibaug,,,,,,,1,Other Issue,132.66,7.37,,
2025-01-20,18:51:40,CNR6439354,Incomplete,CUS41671,eBike,Paldi,Vas,,,,,,,1,Other Issue,259.8,17.32,,
2025-01-13,10:22:02,CNR7608663,Incomplete,CUS34239,Bike,Ranip,Vas,,,,,,,1,Customer Demand,184.5,12.3,,
2025-01-24,19:58:56,CNR8250135,Success,CUS78750,Prime Sedan,vrangpura,Rakhial,7.94,7.21,,,,,,,171.6,11.44,4.37,4.52
2025-01-17,15:42:14,CNR1486263,Cancelled by Driver,CUS51791,Mini,Shahibaug,roda,,,,,1,Customer related issue,,,84.22,1.55,,
2025-01-19,01:01:04,CNR3184886,Success,CUS95620,Auto,Bodakdev,Nikol,4.76,7.11,,,,,,,139.28,5.51,3.66,4.73
2025-01-29,17:06:01,CNR6503813,Cancelled by Customer,CUS23442,Mini,Ellis Bridge,Vas,,,1,Driver is not moving towards pickup location,,,,,202.2,13.48,,
2025-01-04,12:47:26,CNR6803341,Incomplete,CUS77877,Prime Sedan,Nikol,Bodakdev,,,,,,,1,Customer Demand,111.64,4.46,,
2025-01-23,17:17:22,CNR6226034,Success,CUS85715,eBike,Vejalpur,Gota,9.26,4.21,,,,,,,213,14.2,3.56,3.74
2025-01-12,00:02:00,CNR5032213,Incomplete,CUS40380,Prime SUV,Manigar,Vatva,,,,,,,1,Vehicle Breakdown,196.38,10.91,,
2025-01-04,07:32:59,CNR2851182,Cancelled by Customer,CUS83225,eBike,Paldi,Ranip,,,1,Driver asked to cancel,,,,,142.33,1.96,,
2025-01-15,00:34:14,CNR6183743,Success,CUS67840,Mini,rol,Lambha,4.89,6.15,,,,,,,259.5,17.3,4.93,4.78
2025-01-02,04:33:31,CNR7938299,Success,CUS33551,Mini,Ghatlodia,Motera,8.91,6.87,,,,,,,274.35,18.29,4.77,3.64
2025-01-09,10:49:15,CNR3465963,Cancelled by Driver,CUS45432,Bike,Manigar,Sola,,,,,1,Persol & Car related issues,,,204.9,13.66,,
2025-01-22,16:54:28,CNR1380547,Success,CUS80267,Prime Sedan,Isanpur,Odhav,8.65,4.41,,,,,,,106.25,3.45,3.89,3.58
2025-01-04,17:00:48,CNR2969651,Success,CUS84720,Bike,Saraspur,Shahpur,6.36,4.2,,,,,,,195.48,10.86,3.86,3.86
2025-01-22,06:13:31,CNR9569580,Incomplete,CUS63048,Mini,roda,Kankaria,,,,,,,1,Customer Demand,85.85,5.58,,
2025-01-19,23:44:45,CNR2215841,Incomplete,CUS16342,eBike,Sabarmati,Shahpur,,,,,,,1,Customer Demand,139.15,4.67,,
2025-01-27,14:08:43,CNR5096870,Success,CUS77242,Auto,Shahpur,Bapugar,5.75,3.71,,,,,,,130.82,1.23,3.91,4.81
2025-01-08,02:05:44,CNR5899825,Incomplete,CUS35258,Mini,Raipur,Rakhial,,,,,,,1,Other Issue,177.15,11.81,,
2025-01-06,10:35:07,CNR4117866,Success,CUS10775,Mini,Raipur,CTM,9.23,5.93,,,,,,,228.9,15.26,3.53,4.7
2025-01-27,19:36:58,CNR3585842,Success,CUS48945,Mini,CTM,Memgar,9.92,2.25,,,,,,,255.3,17.02,4.48,3.86
2025-01-05,03:06:54,CNR1215955,Success,CUS62852,Prime Plus,Isanpur,ranpura,6.47,5.57,,,,,,,334.8,18.6,3.68,4.01
2025-01-23,18:11:14,CNR4229901,Cancelled by Driver,CUS92913,eBike,Vatva,Sabarmati,,,,,1,More than permitted people in there,,,94.45,3.14,,
2025-01-19,22:40:06,CNR7862967,Success,CUS94791,Bike,Vatva,Science City,2.99,6.96,,,,,,,107.46,5.97,3.65,3.66
2025-01-12,21:34:44,CNR5319951,Cancelled by Customer,CUS74335,Auto,Prahlad gar,Behrampura,,,1,Change of plans,,,,,100.08,5.56,,
2025-01-22,10:15:12,CNR5618039,Cancelled by Driver,CUS92012,Auto,Ambawadi,Sola,,,,,1,More than permitted people in there,,,131.55,8.77,,
2025-01-18,16:17:31,CNR7580585,Incomplete,CUS81071,Mini,Motera,Judges Bunglow,,,,,,,1,Vehicle Breakdown,304.2,16.9,,
2025-01-02,04:21:23,CNR6128889,Success,CUS91531,Bike,Manigar,Raipur,5.15,5.88,,,,,,,140.7,9.38,4.9,3.94
2025-01-20,23:22:54,CNR4170342,Success,CUS93930,Mini,Bopal,Odhav,5.1,3.68,,,,,,,262.8,17.52,4.92,3.75
2025-01-04,21:28:16,CNR8965639,Success,CUS16436,Mini,Thaltej,Paldi,8.61,4.83,,,,,,,219.24,12.18,4.78,4.17
2025-01-02,17:12:33,CNR8164200,Success,CUS86589,eBike,Raipur,Gota,2.67,2.19,,,,,,,138.52,3.32,3.98,4.96
2025-01-05,07:56:15,CNR1109228,Success,CUS50804,Auto,Behrampura,Prahlad gar,4.59,2.18,,,,,,,188.82,10.49,4.54,3.64
2025-01-04,03:55:26,CNR6013399,Cancelled by Driver,CUS66995,Auto,Behrampura,rol,,,,,1,The customer was coughing/sick,,,294.3,16.35,,
2025-01-31,20:21:22,CNR7179468,Cancelled by Driver,CUS90654,Prime Sedan,Bopal,Ghatlodia,,,,,1,Persol & Car related issues,,,130.11,5.48,,
2025-01-20,20:52:59,CNR6854566,Success,CUS63452,Prime Plus,Jodhpur,Shahibaug,7.84,7.49,,,,,,,202.05,13.47,3.57,4.06
2025-01-11,01:44:59,CNR3529746,Success,CUS40541,Auto,Motera,Satellite,7.52,5.34,,,,,,,106.58,4.27,4.41,3.76
2025-01-22,22:35:51,CNR7534304,Success,CUS26266,Bike,Thaltej,Ambawadi,9.12,5.87,,,,,,,93.36,4.64,4.91,4.16
2025-01-03,11:06:11,CNR9307962,Success,CUS10542,Prime Plus,Vejalpur,Isanpur,9.56,6.06,,,,,,,123.46,2.43,4.52,4.17
2025-01-21,07:14:51,CNR9027174,Incomplete,CUS27701,Mini,Thaltej,ranpura,,,,,,,1,Customer Demand,117.9,7.86,,
2025-01-05,06:41:29,CNR7487939,Incomplete,CUS43246,Bike,Gota,Chandkheda,,,,,,,1,Customer Demand,325.8,18.1,,
2025-01-27,08:20:25,CNR5636839,Success,CUS93321,Prime Plus,Satellite,Kankaria,2.04,4.8,,,,,,,145.5,9.7,3.76,3.6
2025-01-19,00:15:28,CNR7853992,Cancelled by Customer,CUS58790,Auto,Vatva,Jamalpur,,,1,Change of plans,,,,,278.1,15.45,,
2025-01-08,23:31:31,CNR5327566,Cancelled by Driver,CUS27700,Mini,Motera,Dani Limda,,,,,1,Persol & Car related issues,,,182.55,12.17,,
2025-01-28,19:17:00,CNR4043741,Success,CUS96457,Auto,Bapugar,Khokhra,3.25,5.98,,,,,,,171.6,11.44,4.43,3.55
2025-01-01,05:01:26,CNR7231346,Cancelled by Driver,CUS68362,Mini,Thaltej,Saraspur,,,,,1,More than permitted people in there,,,144.36,3.27,,
2025-01-19,04:06:07,CNR2186480,Success,CUS76864,Mini,Saraspur,Sabarmati,7.7,3.66,,,,,,,264.78,14.71,4.14,3.82
2025-01-07,20:31:19,CNR8783000,Cancelled by Customer,CUS53195,Mini,SG Highway,Shahibaug,,,1,Change of plans,,,,,299.85,19.99,,
2025-01-06,15:48:40,CNR6619537,Success,CUS18697,Bike,Vejalpur,Vatva,4.61,7.45,,,,,,,215.4,14.36,4.19,4.39
2025-01-14,22:09:50,CNR9705105,Success,CUS65761,Prime Plus,Vastrapur,Khokhra,5.69,7.67,,,,,,,109.39,5.68,4.25,3.57
2025-01-28,11:35:09,CNR5225457,Success,CUS16698,Prime Sedan,vrangpura,Shahibaug,6.56,5.77,,,,,,,111.45,7.43,4.16,3.62
2025-01-13,13:08:10,CNR4030939,Success,CUS51610,Bike,Nikol,Nikol,9.03,3.22,,,,,,,297.6,19.84,3.86,4.38
2025-01-13,03:52:11,CNR6876185,Cancelled by Driver,CUS10936,Mini,Bopal,Jamalpur,,,,,1,Customer related issue,,,118.03,2.69,,
2025-01-31,10:41:57,CNR9139485,Incomplete,CUS42032,Bike,Dariyapur,Shahibaug,,,,,,,1,Vehicle Breakdown,283.65,18.91,,
2025-01-29,22:01:51,CNR6224407,Cancelled by Driver,CUS82268,eBike,Vejalpur,Ambawadi,,,,,1,The customer was coughing/sick,,,161.55,10.77,,
2025-01-11,03:59:12,CNR3374224,Success,CUS44284,Auto,Gota,Thaltej,7.93,4.72,,,,,,,253.98,14.11,4.63,4.36
2025-01-28,13:26:14,CNR5383789,Success,CUS50268,Bike,SG Highway,Rakhial,7.14,4.12,,,,,,,86.81,3.21,4.22,3.81
2025-01-07,15:18:36,CNR5071052,Incomplete,CUS16654,Prime SUV,Ellis Bridge,Lambha,,,,,,,1,Other Issue,124.66,2.73,,
2025-01-23,20:34:05,CNR2996916,Cancelled by Driver,CUS18449,Auto,Satellite,Bapugar,,,,,1,Customer related issue,,,240,16,,
2025-01-14,23:15:03,CNR8431127,Success,CUS57241,Prime Sedan,Sola,Prahlad gar,6.75,7.72,,,,,,,276.9,18.46,4.38,3.59
2025-01-22,14:02:32,CNR8753226,Success,CUS78651,Prime Sedan,Shahibaug,Judges Bunglow,4.12,3.43,,,,,,,148.83,4.4,3.71,3.61
2025-01-30,12:25:14,CNR4745511,Incomplete,CUS47114,Auto,Vas,Gota,,,,,,,1,Other Issue,276.75,18.45,,
2025-01-28,18:54:22,CNR8028950,Cancelled by Driver,CUS99802,Prime Sedan,Bopal,Jodhpur,,,,,1,The customer was coughing/sick,,,248.85,16.59,,
2025-01-14,01:16:52,CNR8226115,Success,CUS17332,Mini,CTM,Vas,3.37,4.65,,,,,,,91.85,5.68,4.35,4.5
2025-01-02,06:27:26,CNR5648347,Cancelled by Driver,CUS29209,Mini,Dani Limda,Vatva,,,,,1,The customer was coughing/sick,,,207.15,13.81,,
2025-01-05,11:45:27,CNR9156830,Cancelled by Customer,CUS19627,Prime Plus,Vatva,Dani Limda,,,1,Driver asked to cancel,,,,,348.84,19.38,,
2025-01-08,01:04:16,CNR8587765,Cancelled by Driver,CUS62748,Bike,Manigar,Dani Limda,,,,,1,The customer was coughing/sick,,,246.75,16.45,,
2025-01-24,09:28:16,CNR3348311,Cancelled by Driver,CUS49094,Mini,Ranip,Bapugar,,,,,1,The customer was coughing/sick,,,104.84,2.16,,
2025-01-10,04:56:16,CNR7145233,Cancelled by Customer,CUS43196,Auto,Raipur,Chandkheda,,,1,Driver is not moving towards pickup location,,,,,294.75,19.65,,
2025-01-08,14:53:04,CNR1636090,Incomplete,CUS25952,eBike,Ellis Bridge,Saraspur,,,,,,,1,Other Issue,263.1,17.54,,
2025-01-21,00:56:37,CNR6812443,Incomplete,CUS19822,Prime SUV,Vastrapur,Sindhu Bhavan,,,,,,,1,Customer Demand,168.6,11.24,,
2025-01-30,23:17:37,CNR3231925,Success,CUS64611,Prime Sedan,Ellis Bridge,rol,9.88,6.16,,,,,,,132.15,8.81,4.4,4.81
2025-01-18,17:31:32,CNR6716349,Success,CUS47666,eBike,Vastrapur,Dani Limda,4.32,4.12,,,,,,,205.38,11.41,4.51,3.73
2025-01-29,10:37:52,CNR1879538,Success,CUS84498,Prime SUV,Sola,Asarwa,6.04,6.85,,,,,,,211.05,14.07,3.58,4.57
2025-01-21,03:29:04,CNR5575896,Cancelled by Driver,CUS83602,eBike,Shahpur,Asarwa,,,,,1,More than permitted people in there,,,281.7,18.78,,
2025-01-02,01:17:00,CNR7102933,Success,CUS14961,Prime SUV,Science City,Ranip,6.7,6.89,,,,,,,139.67,3.94,4.43,3.55
2025-01-16,22:25:18,CNR1177955,Cancelled by Driver,CUS74303,eBike,Ghatlodia,Sindhu Bhavan,,,,,1,Customer related issue,,,209.25,13.95,,
2025-01-07,18:47:41,CNR1360993,Success,CUS50553,eBike,Isanpur,Bopal,7.89,7.47,,,,,,,228.15,15.21,3.52,4.12
2025-01-10,22:13:44,CNR1683159,Success,CUS41471,Bike,rol,Ranip,5.42,5.76,,,,,,,134.1,8.94,4.76,3.88
2025-01-21,12:57:22,CNR7088290,Success,CUS65232,Bike,Judges Bunglow,Prahlad gar,2.35,7.62,,,,,,,115.44,3.86,4.94,4.54
2025-01-15,13:37:11,CNR9318765,Cancelled by Customer,CUS72766,Prime SUV,Dani Limda,Nikol,,,1,AC is not working (Only for 4-wheelers),,,,,110.3,3.23,,
2025-01-24,02:03:48,CNR1245445,Success,CUS43516,Mini,Shahpur,SG Highway,6.95,4.84,,,,,,,101.2,5.18,3.77,4.17
2025-01-03,00:37:07,CNR5600447,Incomplete,CUS84538,Prime Sedan,Nikol,Thaltej,,,,,,,1,Other Issue,87.07,1.11,,
2025-01-19,23:58:27,CNR5203577,Success,CUS90505,Mini,Rakhial,Lambha,2.04,6.19,,,,,,,108.54,6.03,3.73,4.93
2025-01-27,10:56:36,CNR9097398,Incomplete,CUS57868,Bike,Behrampura,Science City,,,,,,,1,Customer Demand,125.11,6.01,,
2025-01-29,09:22:10,CNR9537097,Success,CUS65867,Mini,rol,rol,8.51,7.29,,,,,,,142.6,5.53,3.95,3.6
2025-01-31,19:32:53,CNR7556603,Success,CUS71754,Mini,Vas,Ranip,7.68,3.43,,,,,,,114.15,7.61,3.64,4.42
2025-01-23,20:51:15,CNR6934355,Success,CUS30989,Prime Plus,Bopal,Ellis Bridge,5.03,5.51,,,,,,,149.25,9.95,4.16,4.49
2025-01-29,08:10:41,CNR2874223,Incomplete,CUS77351,Mini,Ambawadi,Motera,,,,,,,1,Vehicle Breakdown,160.65,10.71,,
2025-01-10,03:21:31,CNR2580760,Cancelled by Driver,CUS24017,Mini,Behrampura,Prahlad gar,,,,,1,Customer related issue,,,149.55,9.97,,
2025-01-22,01:04:36,CNR6465007,Success,CUS18108,Mini,Ellis Bridge,Ranip,6.78,4.72,,,,,,,130.95,8.73,4.54,3.99
2025-01-21,19:49:48,CNR9252617,Incomplete,CUS70274,Prime SUV,Gota,Khokhra,,,,,,,1,Customer Demand,124.5,8.3,,
2025-01-15,07:30:57,CNR1556875,Cancelled by Driver,CUS78439,Prime Sedan,Saraspur,Dariyapur,,,,,1,The customer was coughing/sick,,,123.08,5.05,,
2025-01-06,02:24:21,CNR9213327,Success,CUS62237,Mini,ranpura,Shahpur,9.27,7.99,,,,,,,157.8,10.52,4.78,4.91
2025-01-02,01:27:31,CNR9724959,Cancelled by Customer,CUS46543,Mini,Odhav,Satellite,,,1,Change of plans,,,,,127.05,8.47,,
2025-01-06,19:16:44,CNR2533859,Success,CUS10568,eBike,Ranip,Manigar,9.49,4.33,,,,,,,108.91,6,3.58,3.86
2025-01-25,23:03:40,CNR3440162,Incomplete,CUS90074,Auto,Sola,vrangpura,,,,,,,1,Vehicle Breakdown,145.92,3.03,,
2025-01-16,04:25:46,CNR4710067,Cancelled by Driver,CUS33807,eBike,Vas,Prahlad gar,,,,,1,Persol & Car related issues,,,273.45,18.23,,
2025-01-09,17:11:53,CNR7971073,Success,CUS10424,Prime Plus,Khokhra,Bodakdev,7.03,4.82,,,,,,,228.45,15.23,4.56,4.59
2025-01-22,01:45:25,CNR5560062,Success,CUS13999,eBike,roda,Vejalpur,3.93,2.65,,,,,,,189.15,12.61,3.56,3.8
2025-01-01,06:52:32,CNR5669693,Cancelled by Driver,CUS67898,Auto,Sindhu Bhavan,Paldi,,,,,1,Customer related issue,,,150.75,10.05,,
2025-01-27,10:07:00,CNR4321931,Success,CUS31073,eBike,Kankaria,Behrampura,9.22,6.83,,,,,,,128.91,5.58,3.51,4.41
2025-01-06,15:40:02,CNR8187657,Cancelled by Customer,CUS14749,Mini,Vas,CTM,,,1,Driver is not moving towards pickup location,,,,,121.63,6.04,,
2025-01-05,14:28:31,CNR4636497,Success,CUS84969,Bike,Kankaria,Memgar,4.26,3.39,,,,,,,208.62,11.59,3.82,4.43
2025-01-02,03:13:13,CNR9526900,Cancelled by Customer,CUS54963,Bike,Judges Bunglow,Sola,,,1,Driver is not moving towards pickup location,,,,,156.3,10.42,,
2025-01-02,09:48:54,CNR3682587,Cancelled by Driver,CUS13201,Auto,Ambawadi,Khokhra,,,,,1,Persol & Car related issues,,,159.6,10.64,,
2025-01-16,00:41:29,CNR1850259,Success,CUS38689,Prime SUV,SG Highway,Ambawadi,2.53,3.27,,,,,,,232.95,15.53,4.99,4.01
2025-01-20,17:22:25,CNR3549074,Success,CUS95123,Prime Sedan,Bodakdev,Khokhra,3.63,3.22,,,,,,,125.1,8.34,3.91,4.92
2025-01-31,01:01:10,CNR6532040,Cancelled by Driver,CUS35661,Prime Plus,Rakhial,Prahlad gar,,,,,1,More than permitted people in there,,,110.43,4.33,,
2025-01-24,22:42:39,CNR9769484,Success,CUS71283,Bike,roda,Chandkheda,2.99,4.84,,,,,,,258.6,17.24,4.32,4.61
2025-01-03,12:07:42,CNR4846569,Success,CUS94555,Prime SUV,Lambha,Sabarmati,3.21,7.24,,,,,,,250.65,16.71,4.77,3.83
2025-01-09,06:40:42,CNR8933807,Cancelled by Customer,CUS53875,Prime Sedan,Kalupur,Gota,,,1,Change of plans,,,,,148.95,9.93,,
2025-01-03,01:30:46,CNR9844291,Success,CUS40466,Prime Sedan,Behrampura,Gota,5.32,3.07,,,,,,,153.3,10.22,3.58,4.31
2025-01-03,21:29:56,CNR8770072,Success,CUS39514,Bike,Gurukul,Prahlad gar,8.24,4.82,,,,,,,222.3,14.82,3.55,3.55
2025-01-13,04:48:30,CNR4245355,Cancelled by Driver,CUS63005,Auto,Bopal,roda,,,,,1,Customer related issue,,,114.3,7.62,,
2025-01-03,00:23:07,CNR6351937,Incomplete,CUS82194,Mini,Vastrapur,Lambha,,,,,,,1,Vehicle Breakdown,124.85,2.53,,
2025-01-15,02:55:35,CNR8202456,Success,CUS54563,Mini,Prahlad gar,Motera,6.64,7.66,,,,,,,242.25,16.15,3.84,4.23
2025-01-13,10:46:19,CNR2260598,Success,CUS70203,Prime Plus,Rakhial,Gota,9.96,4.91,,,,,,,100.39,6.55,3.51,4.59
2025-01-19,04:32:31,CNR1962727,Success,CUS93080,Prime Sedan,Science City,rol,8.58,7.43,,,,,,,109.98,6.11,4.58,4.64
2025-01-06,08:11:31,CNR3648606,Success,CUS22444,Prime SUV,Raipur,Isanpur,7.59,2.89,,,,,,,113.85,7.59,4.63,4.57
2025-01-10,02:15:44,CNR1493257,Success,CUS85720,Auto,Behrampura,Sabarmati,8.84,4.11,,,,,,,102.22,4.92,4.02,3.64
2025-01-30,12:36:46,CNR6634983,Cancelled by Customer,CUS32744,Auto,ranpura,SG Highway,,,1,Wrong Address,,,,,268.5,17.9,,
2025-01-29,15:20:24,CNR7420649,Incomplete,CUS98542,Auto,Bapugar,Vejalpur,,,,,,,1,Customer Demand,136.01,2.32,,
2025-01-31,16:23:57,CNR6908437,Success,CUS73696,Auto,Saraspur,Satellite,8.1,7.21,,,,,,,220.35,14.69,4.16,4.41
2025-01-21,00:32:42,CNR8396803,Success,CUS58886,Prime Sedan,Bodakdev,Vejalpur,2.52,5.88,,,,,,,107.25,7.15,4.25,3.81
2025-01-31,09:06:48,CNR9201075,Success,CUS92255,Prime SUV,Bopal,Shahpur,8.63,3.34,,,,,,,243.45,16.23,3.59,3.79
2025-01-27,15:32:44,CNR4240437,Cancelled by Customer,CUS90340,Mini,Ghatlodia,Ghatlodia,,,1,Driver is not moving towards pickup location,,,,,118.65,7.91,,
2025-01-21,06:57:06,CNR2705761,Success,CUS50488,eBike,Sola,Ellis Bridge,7.03,5.67,,,,,,,123.87,6.02,3.64,3.55
2025-01-09,04:44:48,CNR1437852,Success,CUS91817,Prime Sedan,Ellis Bridge,Sindhu Bhavan,6.75,6.76,,,,,,,103.95,6.93,4.37,4.18
2025-01-28,08:03:52,CNR2923314,Success,CUS91041,Prime SUV,Lambha,Dani Limda,7.85,4.48,,,,,,,220.95,14.73,4.42,4.56
2025-01-04,03:57:31,CNR8445223,Cancelled by Driver,CUS84554,Auto,Chandkheda,Ranip,,,,,1,More than permitted people in there,,,147.24,8.18,,
2025-01-15,03:21:30,CNR5162677,Success,CUS58821,Auto,Thaltej,Shahibaug,9.03,7.3,,,,,,,112.5,7.5,4.69,3.52
2025-01-25,10:28:52,CNR6962816,Incomplete,CUS15140,Auto,Saraspur,Raipur,,,,,,,1,Other Issue,101.16,5.62,,
2025-01-12,00:49:42,CNR3748182,Success,CUS58410,Prime SUV,Vas,ranpura,3.38,2.08,,,,,,,146.97,4.94,4.35,4.72
2025-01-25,02:51:36,CNR7943628,Success,CUS81090,Prime Sedan,vrangpura,Judges Bunglow,9.72,4.54,,,,,,,108.09,3.59,4.82,3.52
2025-01-21,03:45:03,CNR4056511,Cancelled by Customer,CUS28266,eBike,Sola,CTM,,,1,AC is not working (Only for 4-wheelers),,,,,151.5,10.1,,
2025-01-01,08:10:56,CNR3456367,Cancelled by Customer,CUS37274,Prime Plus,Ghatlodia,Nikol,,,1,Wrong Address,,,,,120.45,8.03,,
2025-01-12,07:21:36,CNR7115079,Success,CUS13264,eBike,Sola,Khokhra,7.62,3.69,,,,,,,117.6,4.57,4,4.4
2025-01-20,07:37:19,CNR1410428,Incomplete,CUS70159,eBike,Saraspur,Jodhpur,,,,,,,1,Vehicle Breakdown,246.6,16.44,,
